0.085714286	0.057142857	0.114285714	0.057142857	0.114285714	0.1	0.057142857	0.1	0.042857143	0.042857143	0.028571429	0.028571429	0.071428571	0	0.042857143	0.028571429	0.014285714	0.014285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.054054054	0.081081081	0.054054054	0.108108108	0.054054054	0.108108108	0.094594595	0.054054054	0.094594595	0.040540541	0.040540541	0.027027027	0.027027027	0.067567568	0	0.040540541	0.027027027	0.013513514	0.013513514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.097560976	0.048780488	0.073170732	0.048780488	0.097560976	0.048780488	0.097560976	0.085365854	0.048780488	0.085365854	0.036585366	0.036585366	0.024390244	0.024390244	0.06097561	0	0.036585366	0.024390244	0.012195122	0.012195122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.046511628	0.093023256	0.046511628	0.069767442	0.046511628	0.093023256	0.046511628	0.093023256	0.081395349	0.046511628	0.081395349	0.034883721	0.034883721	0.023255814	0.023255814	0.058139535	0	0.034883721	0.023255814	0.011627907	0.011627907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.085106383	0.042553191	0.085106383	0.042553191	0.063829787	0.042553191	0.085106383	0.042553191	0.085106383	0.074468085	0.042553191	0.074468085	0.031914894	0.031914894	0.021276596	0.021276596	0.053191489	0	0.031914894	0.021276596	0.010638298	0.010638298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.069306931	0.079207921	0.03960396	0.079207921	0.03960396	0.059405941	0.03960396	0.079207921	0.03960396	0.079207921	0.069306931	0.03960396	0.069306931	0.02970297	0.02970297	0.01980198	0.01980198	0.04950495	0	0.02970297	0.01980198	0.00990099	0.00990099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.038095238	0.066666667	0.076190476	0.038095238	0.076190476	0.038095238	0.057142857	0.038095238	0.076190476	0.038095238	0.076190476	0.066666667	0.038095238	0.066666667	0.028571429	0.028571429	0.019047619	0.019047619	0.047619048	0	0.028571429	0.019047619	0.00952381	0.00952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.0625	0.035714286	0.0625	0.071428571	0.035714286	0.071428571	0.035714286	0.053571429	0.035714286	0.071428571	0.035714286	0.071428571	0.0625	0.035714286	0.0625	0.026785714	0.026785714	0.017857143	0.017857143	0.044642857	0	0.026785714	0.017857143	0.008928571	0.008928571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.026086957	0.060869565	0.034782609	0.060869565	0.069565217	0.034782609	0.069565217	0.034782609	0.052173913	0.034782609	0.069565217	0.034782609	0.069565217	0.060869565	0.034782609	0.060869565	0.026086957	0.026086957	0.017391304	0.017391304	0.043478261	0	0.026086957	0.017391304	0.008695652	0.008695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.025423729	0.025423729	0.059322034	0.033898305	0.059322034	0.06779661	0.033898305	0.06779661	0.033898305	0.050847458	0.033898305	0.06779661	0.033898305	0.06779661	0.059322034	0.033898305	0.059322034	0.025423729	0.025423729	0.016949153	0.016949153	0.042372881	0	0.025423729	0.016949153	0.008474576	0.008474576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.016666667	0.025	0.025	0.058333333	0.033333333	0.058333333	0.066666667	0.033333333	0.066666667	0.033333333	0.05	0.033333333	0.066666667	0.033333333	0.066666667	0.058333333	0.033333333	0.058333333	0.025	0.025	0.016666667	0.016666667	0.041666667	0	0.025	0.016666667	0.008333333	0.008333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.016393443	0.016393443	0.024590164	0.024590164	0.057377049	0.032786885	0.057377049	0.06557377	0.032786885	0.06557377	0.032786885	0.049180328	0.032786885	0.06557377	0.032786885	0.06557377	0.057377049	0.032786885	0.057377049	0.024590164	0.024590164	0.016393443	0.016393443	0.040983607	0	0.024590164	0.016393443	0.008196721	0.008196721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.039370079	0.015748031	0.015748031	0.023622047	0.023622047	0.05511811	0.031496063	0.05511811	0.062992126	0.031496063	0.062992126	0.031496063	0.047244094	0.031496063	0.062992126	0.031496063	0.062992126	0.05511811	0.031496063	0.05511811	0.023622047	0.023622047	0.015748031	0.015748031	0.039370079	0	0.023622047	0.015748031	0.007874016	0.007874016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.039370079	0.015748031	0.015748031	0.023622047	0.023622047	0.05511811	0.031496063	0.05511811	0.062992126	0.031496063	0.062992126	0.031496063	0.047244094	0.031496063	0.062992126	0.031496063	0.062992126	0.05511811	0.031496063	0.05511811	0.023622047	0.023622047	0.015748031	0.015748031	0.039370079	0	0.023622047	0.015748031	0.007874016	0.007874016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.023076923	0	0.038461538	0.015384615	0.015384615	0.023076923	0.023076923	0.053846154	0.030769231	0.053846154	0.061538462	0.030769231	0.061538462	0.030769231	0.046153846	0.030769231	0.061538462	0.030769231	0.061538462	0.053846154	0.030769231	0.053846154	0.023076923	0.023076923	0.015384615	0.015384615	0.038461538	0	0.023076923	0.015384615	0.007692308	0.007692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.015151515	0.022727273	0	0.037878788	0.015151515	0.015151515	0.022727273	0.022727273	0.053030303	0.03030303	0.053030303	0.060606061	0.03030303	0.060606061	0.03030303	0.045454545	0.03030303	0.060606061	0.03030303	0.060606061	0.053030303	0.03030303	0.053030303	0.022727273	0.022727273	0.015151515	0.015151515	0.037878788	0	0.022727273	0.015151515	0.007575758	0.007575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.007518797	0.015037594	0.022556391	0	0.037593985	0.015037594	0.015037594	0.022556391	0.022556391	0.052631579	0.030075188	0.052631579	0.060150376	0.030075188	0.060150376	0.030075188	0.045112782	0.030075188	0.060150376	0.030075188	0.060150376	0.052631579	0.030075188	0.052631579	0.022556391	0.022556391	0.015037594	0.015037594	0.037593985	0	0.022556391	0.015037594	0.007518797	0.007518797	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.007462687	0.007462687	0.014925373	0.02238806	0	0.037313433	0.014925373	0.014925373	0.02238806	0.02238806	0.052238806	0.029850746	0.052238806	0.059701493	0.029850746	0.059701493	0.029850746	0.044776119	0.029850746	0.059701493	0.029850746	0.059701493	0.052238806	0.029850746	0.052238806	0.02238806	0.02238806	0.014925373	0.014925373	0.037313433	0	0.02238806	0.014925373	0.007462687	0.007462687	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.007462687	0.007462687	0.014925373	0.02238806	0	0.037313433	0.014925373	0.014925373	0.02238806	0.02238806	0.052238806	0.029850746	0.052238806	0.059701493	0.029850746	0.059701493	0.029850746	0.044776119	0.029850746	0.059701493	0.029850746	0.059701493	0.052238806	0.029850746	0.052238806	0.02238806	0.02238806	0.014925373	0.014925373	0.037313433	0	0.02238806	0.014925373	0.007462687	0.007462687	0	0	0	0	0	0	0	0	0	0	0	0
